_input,_num,_widgetName,_source,_resultNumber,_pageUrl,description,date,city,parish,county
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,585,Scroll of Extraction,Scroll of Extraction,158,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Robert Throckmorton announces Dr. Dorington and the assembled neighbors that they have been brought to the Throckmorton house to witness Jane Throckmorton scratch Agnes Samuel. Jane is "marveilous pensive and heavie weeping very pitifully yet often fiercely starting out of the place where she sat towards the maide" while everyone is arriving. As soon as one of her sisters begins the grace Jane "fell upon the maide with such feircenesse & rage as if she would have pulled the flesh of her hand from the bones yet was she scarcely able to race y skin sayinge to the maide that the spirit that standeth thereby her telleth her that Pluck holdeth her hart & her hand (meaning the maides) and will not suffer the bloud to come." Jane continues until she is wearied by the scratching. Dr. Dorington leads the assembled company in prayer and Jane begins to cry claiming "I would not scratch you but the spirit compelleth me saying that I must scratch you as well as my other sisters have done & as my sister Ioan also must doe before the Assises."(100-102) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 100-102,1593 March 15,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,160,Scroll of Extraction,Scroll of Extraction,159,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Matthew Hopkins asserts that one way to test for witchcraft is to make the accused witch walk continuously until she is so tired and sore that she must sit down. If the woman is indeed a witch her familiars will come to her as soon as she stops walking.(5) Appears in: Hopkins Matthew. The Discovery of Witches. London: 1647 5,1647,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,586,Scroll of Extraction,Scroll of Extraction,159,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Agnes Samuel attempts to retreat from Jane Throckmorton while Jane is scratching her but Jane follows on her knees demanding "she were as good to take it now as at an other time for she must fetch bloud on her & she must have her pennyworthes of her." Jane does not stop until she is tired and breathing hard and then washes Agnes' blood from her hands.(101-103) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 101-103,1593 March 15,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,161,Scroll of Extraction,Scroll of Extraction,160,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Matthew Hopkins claims that the devil often tricks witches when they are facing persecution. He will tell a witch that her identifying marks are so small they will not be noticed yet they are often noticed and the witch is as a consequence hanged. He will also tell a witch that if she sinks during a swimming test then her name will be cleared but a witch will often float and thus be executed.(6) Appears in: Hopkins Matthew. The Discovery of Witches. London: 1647 6,1647,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,587,Scroll of Extraction,Scroll of Extraction,160,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,After Jane Throckmorton scratches Agnes Samuel Dr. Dorington "began to instructe the maide and to exhort her with many good speaches saying that God would surely not suffer her to be thus cryed out upon by these wicked spirites and afflicted in this sorte by these innocent children contrary to their willes if shee were not consenting or at the least concealing and of some knowledge of these wicked practices." Agnes denies this and "desired God to shew some present token upon her that they all might know that shee was giltie of thse matters: Presently after these words her nose began to bleede and she bled verie much which thing whether it were a signe of Gods sending at that time in token of her giltinesse or not that he knoweth onely."(101-102) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 101-102,1593 March 15,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,162,Scroll of Extraction,Scroll of Extraction,161,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Matthew Hopkins claims that he denies the confession of a witch if: it is drawn from her by torture violence or flattery. Under those circumstances she will confess to improbable acts such as flying in the air or riding a broom; words are put in her mouth. (7) Appears in: Hopkins Matthew. The Discovery of Witches. London: 1647 7,1647,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,588,Scroll of Extraction,Scroll of Extraction,161,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Jane Throckmorton insists that she will not come out of her fit until John Samuel is brought and agrees to say the words she gives him. Agnes Samuel asks what these words will be but Jane will not respond to her or anyone. The child will only repeat "I never come foorth of my fit until he speake these words even as he is a witch & consented to the death of the La. Crumwell so to charge the spirit to depart fro me & then I shalbe well & not before? I did thinke even so said she that he was as bad as the worst he looked so ilfavouredly."(102-103) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 102-103,1593 March 15,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,163,Scroll of Extraction,Scroll of Extraction,162,http://witching.org/brimstone/detail.php?mode=county&county=Essex,The Manningtree witches are allegedly searched for witch's marks. Marks are allegedly found on all of them.(3-4) Appears in: Hopkins Matthew. The Discovery of Witches. London: 1647 3-4,1644 March,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,589,Scroll of Extraction,Scroll of Extraction,162,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Robert Throckmorton hearing Jane Throckmorton insist that she will not come out of her fit until John Samuel says words over her sends Henry Pickering and two of the neighbours to fetch Samuel. Samuel refuses to come and Jane remains continually in fits until the Assizes.(102-103) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 102-103,1593 March 15,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,164,Scroll of Extraction,Scroll of Extraction,163,http://witching.org/brimstone/detail.php?mode=county&county=Essex,The Manningtree witches are hanged.(2-3) Appears in: Hopkins Matthew. The Discovery of Witches. London: 1647 2-3,1644 March,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,590,Scroll of Extraction,Scroll of Extraction,163,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Jane has a fit in which she claims she is being visited by a spirit that tells her she will now see and hear things about Agnes Samuel she could not before. Agnes is called for and Jane informs her that "the thing telleth her that now she must start as wel as her sister Ioan both whensoever she nameth God that she must not come foorth of her fite this weeke nor the next and peradventure never until one of these three things come to passe which are either your father (speaking unto y maid) must come & speak these words to me cue as he is a witch & hath consented to the death of the La. Crumwell: or you must confesse that you are a witch & have bewitched me & my sisters: or el you must be hanged."(103-104) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 103-104,1593 March 18,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,165,Scroll of Extraction,Scroll of Extraction,164,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Doctor Cole and Master Foscue examine and hear the confessions of Elizabeth Francis Mother Agnes Waterhouse and Joan Waterhouse.(9 14 18) Appears in: Phillips John. The Examination and Confession of Certain Witches. London: 1566 9 14 18,1566 July 26,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,591,Scroll of Extraction,Scroll of Extraction,164,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Agnes Samuel is made to ask Jane Throckmorton if she will come out of her fit whenever and wherever John Samuel spoke the words Jane gives him. Jane allegedly consults with the spirit and relays that this is the case. Jane then claims the spirit has left her. (103-104) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 103-104,1593 March 18,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,166,Scroll of Extraction,Scroll of Extraction,165,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Rebecca West confesses to attending a gathering of five or more witches that included her mother Anne West Mother Benefield and Mother Goodwin. During the gathering the women prayed from a book provided by Mother Goodwin after which their imps appeared in the form of kittens. Mother Benefield kisses the kittens and states that they were all her children which she had by as handsome a man as any was in England."(2) Appears in: Anonymous. A True Relation of the Arraignment of Thirty Witches at Chensford in Essex. London: 1645 2,1645 July 25,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,592,Scroll of Extraction,Scroll of Extraction,165,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Jane Throckmorton has a series of fits in which she alternately shuns company and plays merrily with her sisters. She claims while in these fits to see clothes and jewelry hanging in the air but not the people wearing them. Her mouth will also shut repeatedly during meals and Agnes Samuel must hold a knife between her lips before it will open again.(103-104) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 103-104,1593 March 18,Warboys,Warboys,Cambridgeshire
